J,R,E,M,E_Num,algo,n_subtypes,mallows_temperature,kendalls_w,runtime,kendalls_tau,subtype_acc,stage_mae,mean_stage_healthy,runtime_cross_validation,absolute_error_n_subtypes,relative_error,correct_bool
726,0.21,sn_kjContinuousBeta_sigmoid,10,5,SuStaIn (KDE),3,0.4758763661357919,0.6891996891996892,4.441139817237854,0.36868686868686873,0.08612267064914046,1.9144827586206896,2.3046357615894038,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,11,5,BebmS,3,0.29839267753313237,0.7451437451437452,2.3879965980847677,0.2929292929292929,0.20650207264922874,1.2524137931034482,0.1456953642384106,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,11,5,BebmS (Blind),3,0.29839267753313237,0.7451437451437452,2.859087812900543,0.24242424242424243,0.4246765703918298,1.3503448275862069,0.10596026490066225,,0.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,11,5,Random Guessing,3,0.29839267753313237,0.7451437451437452,0.0,0.3181818181818182,-0.0004969518110952971,4.300689655172413,5.9072847682119205,,0.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,11,5,SuStaIn (GMM),3,0.29839267753313237,0.7451437451437452,4.864048210779826,0.4393939393939394,0.052172543729024676,2.496551724137931,3.7086092715231787,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,11,5,SuStaIn (KDE),3,0.29839267753313237,0.7451437451437452,4.4317240436871845,0.3636363636363637,-0.0020691628562492207,2.3710344827586205,3.6821192052980134,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,12,5,BebmS,3,0.18491239690555333,0.4731934731934732,2.3868447105089823,0.1717171717171717,0.5275102543154376,0.9986206896551724,0.15894039735099338,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,12,5,BebmS (Blind),3,0.18491239690555333,0.4731934731934732,2.8442671338717145,0.21212121212121213,0.5316686053042293,1.089655172413793,0.0728476821192053,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,12,5,Random Guessing,3,0.18491239690555333,0.4731934731934732,0.0,0.42424242424242425,-0.0008380862204566555,4.368275862068965,5.894039735099338,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,12,5,SuStaIn (GMM),3,0.18491239690555333,0.4731934731934732,4.690892557303111,0.37878787878787884,0.2107432688458608,1.5062068965517241,2.4701986754966887,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,12,5,SuStaIn (KDE),3,0.18491239690555333,0.4731934731934732,4.5310192982355755,0.46969696969696967,0.03694104573570095,2.6744827586206896,4.503311258278146,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,13,5,BebmS,3,0.21638400765243956,0.5757575757575758,2.3715736190478007,0.1717171717171717,0.4965548024446024,1.136551724137931,0.07947019867549669,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,13,5,BebmS (Blind),3,0.21638400765243956,0.5757575757575758,2.9032590786616006,0.24242424242424243,0.5277596511949075,1.3737931034482758,0.46357615894039733,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,13,5,Random Guessing,3,0.21638400765243956,0.5757575757575758,0.0,0.23737373737373738,-0.0009320949679157649,4.364137931034483,6.66887417218543,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,13,5,SuStaIn (GMM),3,0.21638400765243956,0.5757575757575758,4.802916904290517,0.24242424242424243,0.46738510066684974,1.4689655172413794,2.185430463576159,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,13,5,SuStaIn (KDE),3,0.21638400765243956,0.5757575757575758,4.65009902715683,0.4090909090909091,0.048028814933367275,2.133793103448276,2.9403973509933774,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,14,5,BebmS,3,0.1860508093721305,0.37373737373737376,2.3596439957618713,0.18181818181818185,0.6870319211285785,1.1048275862068966,0.0,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,14,5,BebmS (Blind),3,0.1860508093721305,0.37373737373737376,2.907428975900014,0.21212121212121213,0.7110077284637053,1.0055172413793103,0.13245033112582782,,0.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,14,5,Random Guessing,3,0.1860508093721305,0.37373737373737376,0.0,0.43939393939393945,-0.0010817800428268853,4.077241379310345,5.596026490066225,,0.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,14,5,SuStaIn (GMM),3,0.1860508093721305,0.37373737373737376,4.536115368207295,0.35353535353535354,0.7903480489373673,1.566896551724138,2.0397350993377485,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,14,5,SuStaIn (KDE),3,0.1860508093721305,0.37373737373737376,4.465377374490102,0.398989898989899,0.12607297292066252,2.393103448275862,3.6754966887417218,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,15,5,BebmS,3,0.433541658014171,0.8057498057498057,2.3840025703112286,0.27777777777777773,0.0015930233718804262,2.1584022038567494,0.0,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,15,5,BebmS (Blind),3,0.433541658014171,0.8057498057498057,2.822951296965281,0.25757575757575757,0.15580764946673142,2.064738292011019,0.06666666666666667,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,15,5,Random Guessing,3,0.433541658014171,0.8057498057498057,0.0,0.494949494949495,0.001898288279296529,4.352617079889807,5.746666666666667,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,15,5,SuStaIn (GMM),3,0.433541658014171,0.8057498057498057,4.922172399361928,0.30303030303030304,0.31504479415754655,1.5289256198347108,1.6533333333333333,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,15,5,SuStaIn (KDE),3,0.433541658014171,0.8057498057498057,4.512619721889496,0.45454545454545453,0.02271338287155029,2.3856749311294765,3.62,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,16,5,BebmS,3,0.3160825149832656,0.5229215229215229,2.349851926167806,0.25252525252525254,0.0546152295953616,1.7503448275862068,0.013245033112582781,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,16,5,BebmS (Blind),3,0.3160825149832656,0.5229215229215229,2.7921409606933594,0.15151515151515152,0.10831546232546634,1.8979310344827587,0.013245033112582781,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,16,5,Random Guessing,3,0.3160825149832656,0.5229215229215229,0.0,0.47979797979797983,-0.00018365955775077403,4.43448275862069,6.4635761589403975,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,16,5,SuStaIn (GMM),3,0.3160825149832656,0.5229215229215229,4.775319310029348,0.2828282828282828,0.24986267401567994,1.5710344827586207,2.966887417218543,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,16,5,SuStaIn (KDE),3,0.3160825149832656,0.5229215229215229,4.4919498562812805,0.29292929292929293,0.08277929267718281,2.086896551724138,3.006622516556291,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,17,5,BebmS,3,0.015801686019529075,0.337995337995338,2.356800365447998,0.14646464646464646,0.7962218881108549,0.9393939393939394,0.033112582781456956,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,17,5,BebmS (Blind),3,0.015801686019529075,0.337995337995338,2.9015695214271546,0.23737373737373738,0.7784109842902243,1.6611570247933884,1.0264900662251655,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,17,5,Random Guessing,3,0.015801686019529075,0.337995337995338,0.0,0.393939393939394,0.00015335885349165705,4.287878787878788,6.0927152317880795,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,17,5,SuStaIn (GMM),3,0.015801686019529075,0.337995337995338,4.6866894920667015,0.2474747474747475,0.6479857008606019,1.3856749311294765,1.8741721854304636,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,17,5,SuStaIn (KDE),3,0.015801686019529075,0.337995337995338,4.4720387895902,0.3181818181818182,0.08806285819332518,2.174931129476584,3.2649006622516556,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,18,5,BebmS,3,0.1929954023867594,0.5959595959595959,2.322329886754354,0.27272727272727276,0.1403292778340587,1.4620689655172414,0.033112582781456956,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,18,5,BebmS (Blind),3,0.1929954023867594,0.5959595959595959,2.838011646270752,0.24242424242424243,0.1526676302249817,1.2924137931034483,0.07947019867549669,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,18,5,Random Guessing,3,0.1929954023867594,0.5959595959595959,0.0,0.5303030303030303,0.002238632318928239,4.387586206896552,6.2052980132450335,,2.0,100,100
